Menu Mix Item Sales,,,,,,,,
,,,,,,,,
,,,,,,,,
 ,,,,,,,,
  ID,Short Name,Chit Name,,Central Mesa,,,,
0.00 63233,R-Don Julio,R-Don Julio,,0.00,,,,
0.00 63234,R-1800 A,R-1800 A,,0.00,,,,
0.00 63235,R-Del Maguey,R-Del Maguey,,0.00,,,,
0.00 63236,R-Illegal,R-Illegal,,0.00,,,,
0.00 63237,R-Well Tequila,R-Well Tequila,,0.00,,,,
0.00 63238,R-Cazadores S,R-Cazadores S,,0.00,,,,
0.00 63239,R-Clase Plata,R-CLASE PLATA,,0.00,,,,
0.00 63240,R-Clase Repo,R-CLASE REPO,,0.00,,,,
0.00 63241,R-Exotico S,R-EXOTICO S,,0.00,,,,
0.00 63242,R-Teremana S,R-TEREMANA S,,0.00,,,,
0.00 63243,R-Cazadores A,R-CAZADORES A,,0.00,,,,
0.00 63244,R Creyente,R CREYENTE,,0.00,,,,
0.00 63245,R-Illegal Repo,R-ILLEGAL REPO,,0.00,,,,
0.00 63246,R-Illegal Anejo,R-ILLEGAL ANEJO,,0.00,,,,
0.00 63247,R-Casamigos M,R-CASAMIGOS M,,0.00,,,,
0.00 63248,R-1800Silver,R-1800Silver,,0.00,,,,
0.00 63249,R-1800Repo,R-1800Repo,,0.00,,,,
0.00 63250,R-1800Cristal,R-1800Cristal,,0.00,,,,
0.00 63251,R-Dos Primos S,R-Dos Primos S,,0.00,,,,
0.00 63252,Rox Dos PrimosR,Rox Dos PrimosR,,0.00,,,,
0.00 63253,***RXS TEQUILA*,***RXS TEQUILA*,,0.00,,,,
0.00 63254,***RXS TEQUILA*,***RXS TEQUILA*,,0.00,,,,
0.00 63255,***RXS TEQUILA*,***RXS TEQUILA*,,0.00,,,,
0.00 63256,***RXS TEQUILA*,***RXS TEQUILA*,,0.00,,,,
0.00 63257,***RXS TEQUILA*,***RXS TEQUILA*,,0.00,,,,
0.00 63258,***RXS TEQUILA*,***RXS TEQUILA*,,0.00,,,,
0.00 63259,***RXS TEQUILA*,***RXS TEQUILA*,,0.00,,,,
0.00 63260,***RXS TEQUILA*,***RXS TEQUILA*,,0.00,,,,
0.00 63300,**FLT TEQUILA *,**FLT TEQUILA *,,0.00,,,,
0.00 63301,F-Clas Azul S,F-Clase Azul S,,0.00,,,,
0.00 63302,F-Hornitos S,F-Hornitos S,,0.00,,,,
0.00 63303,F-Camarena S,F-Camerena S,,0.00,,,,
0.00 63304,F-Patron S,F-Patron S,,0.00,,,,
0.00 63305,F-Exotico S,F-Exotico S,,0.00,,,,
0.00 63306,F-Milagro S,F-Milagro S,,0.00,,,,
0.00 63307,F-Casa Nobl S,F-Casa Nobl S,,0.00,,,,
0.00 63308,F-Casamigos S,F-Casamigos S,,0.00,,,,
0.00 63309,F-Espolon S,F-Espolon S,,0.00,,,,
0.00 63310,F-Altos S,F-Altos S,,0.00,,,,
0.00 63311,F-Maest Dobl S,F-Maest Dobl S,,0.00,,,,
0.00 63312,F-Teremana S,F-Teremana S,,0.00,,,,
0.00 63313,F-Corralejo S,F-Corralejo S,,0.00,,,,
0.00 63315,F-Mi Campo S,F-Mi Campo S,,0.00,,,,
0.00 63320,F-Cazadores S,F-Cazadores S,,0.00,,,,
0.00 63321,F-Altos R,F-Altos R,,0.00,,,,
0.00 63322,F-Casamigos R,F-Casamigos R,,0.00,,,,
0.00 63323,F-Camarena R,F-Camarena R,,0.00,,,,
0.00 63324,F-Cazadores R,F-Cazadores R,,0.00,,,,
0.00 63325,F-Milagro R,F-Milagro R,,0.00,,,,
0.00 63326,F-Espolon R,F-Espolon R,,0.00,,,,
0.00 63327,F-Corralejo R,F-Corralejo R,,0.00,,,,
0.00 63328,F-Mi Campo R,F-Mi Campo R,,0.00,,,,
0.00 63329,F-Patron R,F-Patron R,,0.00,,,,
0.00 63330,F-Clase Azul R,F-Clase Azul R,,0.00,,,,
0.00 63331,F-Maes Dobel R,F-Maes Dobel R,,0.00,,,,
0.00 63332,F-Casamigo A,F-Casamigo A,,0.00,,,,
0.00 63333,F-Corralejo A,F-Corralejo A,,0.00,,,,
0.00 63334,F-Cazadores A,F-Cazadores A,,0.00,,,,
0.00 63335,F-Sauza Gen A,F-Sauza Gen A,,0.00,,,,
0.00 63336,F-Maes Doble A,F-Maes Dobe A,,0.00,,,,
0.00 63337,F-Patron A,F-Patron A,,0.00,,,,
0.00 63338,F-Patron GP ES,F-Patron GP ES,,0.00,,,,
0.00 63339,F-Milagr FO ES,F-Milagr FO ES,,0.00,,,,
0.00 63340,F-Fam Res ES,F-Fam Res ES,,0.00,,,,
0.00 63341,F-1942 ES,F-1942 ES,,0.00,,,,
0.00 63342,F- Diamante ES,F-Diamante ES,,0.00,,,,
0.00 63343,F-Herr Ult ES,F-Herr Ultr ES,,0.00,,,,
0.00 63344,F-Casamigos M,F-Casamigos M,,0.00,,,,
0.00 63345,F-Illegal Re M,F-Illegal Re M,,0.00,,,,
0.00 63346,F-Illegal An M,F-Illegal An M,,0.00,,,,
0.00 63347,F-Creyente M,F-Creyente M,,0.00,,,,
0.00 63348,F-1800Silver,F-1800Silver,,0.00,,,,
0.00 63349,F-1800Repo,F-1800Repo,,0.00,,,,
0.00 63350,F-1800Cristal,F-1800Cristal,,0.00,,,,
0.00 63351,F-1800Anejo,F-1800Anejo,,0.00,,,,
0.00 63352,F-Dos Primos S,F-Dos Primos S,,0.00,,,,
0.00 63353,FLT Dos PrimosR,FLT Dos PrimosR,,0.00,,,,
0.00 63354,**FLT TEQUILA *,**FLT TEQUILA *,,0.00,,,,
0.00 63355,**FLT TEQUILA *,**FLT TEQUILA *,,0.00,,,,
0.00 63356,**FLT TEQUILA *,**FLT TEQUILA *,,0.00,,,,
0.00 63357,**FLT TEQUILA *,**FLT TEQUILA *,,0.00,,,,
0.00 64000,***WHISKEY***,***WHISKEY***,,0.00,,,,
0.00 64001,Old Forrestor,Old Forrestor,,0.00,,,,
0.00 64002,Bulleit,Bulleit,,0.00,,,,
0.00 64003,Bulleit Rye,Bulleit Rye,,0.00,,,,
0.00 64004,Knob Creek,Knob Creek,,0.00,,,,
0.00 64005,Maker's Mark,Maker's Mark,,0.00,,,,
0.00 64006,Elijah Craig,Elijah Craig,,0.00,,,,
0.00 64007,Eagle Rare,Eagle Rare,,0.00,,,,
0.00 64008,Woodford,Woodford,,0.00,,,,
0.00 64009,Woodford Rye,Woodford Rye,,0.00,,,,
0.00 64010,Basil Hayden's,Basil Hayden's,,0.00,,,,
0.00 64011,Tullmore Dew,Tullmore Dew,,0.00,,,,
0.00 64012,Jameson,Jameson,,0.00,,,,
0.00 64013,Crown,Crown,,0.00,,,,
0.00 64014,Jack Daniels,Jack Daniels,,0.00,,,,
0.00 64015,Larceny,Larceny,,0.00,,,,
0.00 64016,High West,High West,,0.00,,,,
0.00 64017,Bushmills,Bushmills,,0.00,,,,
0.00 64018,Monkey Shoulder,Monkey Shoulder,,0.00,,,,
0.00 64019,***WHISKEY***,***WHISKEY***,,0.00,,,,
0.00 64020,***WHISKEY***,***WHISKEY***,,0.00,,,,
0.00 64100,***DBL WHISKEY*,***DBL WHISKEY*,,0.00,,,,
0.00 64101,D-Old Forrestor,D-Old Forrestor,,0.00,,,,
0.00 64102,D-Bulleit,D-Bulleit,,0.00,,,,
0.00 64103,D-Bulleit Rye,D-Bulleit Rye,,0.00,,,,
0.00 64104,D-Knob Creek,D-Knob Creek,,0.00,,,,
0.00 64105,D-Maker's Mark,D-Maker's Mark,,0.00,,,,
0.00 64106,D-Elijah Craig,D-Elijah Craig,,0.00,,,,
0.00 64107,D-Eagle Rare,D-Eagle Rare,,0.00,,,,
0.00 64108,D-Woodford,D-Woodford,,0.00,,,,
0.00 64109,D-Woodford Rye,D-Woodford Rye,,0.00,,,,
0.00 64110,D-Basil Hay,D-Basil Hay,,0.00,,,,
0.00 64111,D-Tullmore Dew,D-Tullmore Dew,,0.00,,,,
0.00 64112,D-Jameson,D-Jameson,,0.00,,,,
0.00 64113,D-Crown,D-Crown,,0.00,,,,
0.00 64114,D-Jack,D-Jack,,0.00,,,,
0.00 64115,Dbl Larceny,Dbl Larceny,,0.00,,,,
0.00 64116,Dbl High West,Dbl High West,,0.00,,,,
0.00 64117,Dbl Bushmills,Dbl Bushmills,,0.00,,,,
0.00 64118,Dbl Monkey,Dbl Monkey,,0.00,,,,
0.00 64119,***DBL WHISKEY*,***DBL WHISKEY*,,0.00,,,,
0.00 64120,***DBL WHISKEY*,***DBL WHISKEY*,,0.00,,,,
0.00 64200,***RXS WHISKEY*,***RXS WHISKEY*,,0.00,,,,
0.00 64201,R-Old Forrestor,R-Old Forrestor,,0.00,,,,
0.00 64202,R-Bulleit,R-Bulleit,,0.00,,,,
0.00 64203,R-Bulleit Rye,R-Bulleit Rye,,0.00,,,,
0.00 64204,R-Knob Creek,R-Knob Creek,,0.00,,,,
0.00 64205,R-Maker's Mark,R-Maker's Mark,,0.00,,,,
0.00 64206,R-Elijah Craig,R-Elijah Craig,,0.00,,,,
0.00 64207,R-Eagle Rare,R-Eagle Rare,,0.00,,,,
0.00 64208,R-Woodford,R-Woodford,,0.00,,,,
0.00 64209,R-Woodford Rye,R-Woodford Rye,,0.00,,,,
0.00 64210,R-Basil Hay,R-Basil Hay,,0.00,,,,
0.00 64211,R-Tullmore Dew,R-Tullmore Dew,,0.00,,,,
0.00 64212,R-Jameson,R-Jameson,,0.00,,,,
0.00 64213,R-Crown,R-Crown,,0.00,,,,
0.00 64214,R-Jack,R-Jack,,0.00,,,,
0.00 64215,Rocks Larceny,Rocks Larceny,,0.00,,,,
0.00 64216,Rocks High West,Rocks High West,,0.00,,,,
0.00 64217,Rocks Bushmills,Rocks Bushmills,,0.00,,,,
0.00 64218,Rocks Monkey,Rocks Monkey,,0.00,,,,
0.00 64219,***RXS WHISKEY*,***RXS WHISKEY*,,0.00,,,,
0.00 64220,***RXS WHISKEY*,***RXS WHISKEY*,,0.00,,,,
0.00 65000,***SCOTCH***,***SCOTCH***,,0.00,,,,
0.00 65001,Dewar's,Dewar's,,0.00,,,,
0.00 65002,Glenlivet,Glenlivet,,0.00,,,,
0.00 65003,Macallan,Macallan,,0.00,,,,
0.00 65004,***SCOTCH***,***SCOTCH***,,0.00,,,,
0.00 65005,***SCOTCH***,***SCOTCH***,,0.00,,,,
0.00 65006,***SCOTCH***,***SCOTCH***,,0.00,,,,
0.00 65007,***SCOTCH***,***SCOTCH***,,0.00,,,,
0.00 65008,***SCOTCH***,***SCOTCH***,,0.00,,,,
0.00 65009,***SCOTCH***,***SCOTCH***,,0.00,,,,
0.00 65010,***SCOTCH***,***SCOTCH***,,0.00,,,,
0.00 65100,***DBL SCOTCH**,***DBL SCOTCH**,,0.00,,,,
0.00 65101,D-Dewar's,D-Dewar's,,0.00,,,,
0.00 65102,D-Glenlivet,D-Glenlivet,,0.00,,,,
0.00 65103,D-Macallan,D-Macallan,,0.00,,,,
0.00 65104,***DBL SCOTCH**,***DBL SCOTCH**,,0.00,,,,
0.00 65105,***DBL SCOTCH**,***DBL SCOTCH**,,0.00,,,,
0.00 65106,***DBL SCOTCH**,***DBL SCOTCH**,,0.00,,,,
0.00 65107,***DBL SCOTCH**,***DBL SCOTCH**,,0.00,,,,
0.00 65108,***DBL SCOTCH**,***DBL SCOTCH**,,0.00,,,,
0.00 65109,***DBL SCOTCH**,***DBL SCOTCH**,,0.00,,,,
0.00 65110,***DBL SCOTCH**,***DBL SCOTCH**,,0.00,,,,
0.00 65200,***RXS SCOTCH**,***RXS SCOTCH**,,0.00,,,,
0.00 65201,R-Dewar's,R-Dewar's,,0.00,,,,
0.00 65202,R-Glenlivet,R-Glenlivet,,0.00,,,,
0.00 65203,R-Macallan,R-Macallan,,0.00,,,,
0.00 65204,***RXS SCOTCH**,***RXS SCOTCH**,,0.00,,,,
0.00 65205,***RXS SCOTCH**,***RXS SCOTCH**,,0.00,,,,
0.00 65206,***RXS SCOTCH**,***RXS SCOTCH**,,0.00,,,,
0.00 65207,***RXS SCOTCH**,***RXS SCOTCH**,,0.00,,,,
0.00 65208,***RXS SCOTCH**,***RXS SCOTCH**,,0.00,,,,
0.00 65209,***RXS SCOTCH**,***RXS SCOTCH**,,0.00,,,,
0.00 65210,***RXS SCOTCH**,***RXS SCOTCH**,,0.00,,,,
0.00 66000,***BRNDY/CGN***,***BRNDY/CGN***,,0.00,,,,
0.00 66001,Aperol,Aperol,,0.00,,,,
0.00 66002,Disaronna,Disaronna,,0.00,,,,
0.00 66003,St Germain,St Germain,,0.00,,,,
0.00 66004,Frangelico,Frangelico,,0.00,,,,
0.00 66005,Kaluah,Kaluah,,0.00,,,,
0.00 66006,Godiva,Godiva,,0.00,,,,
0.00 66007,Grand Marnier,Grand Marnier,,0.00,,,,
0.00 66008,Fernet Branca,Fernet Branca,,0.00,,,,
0.00 66009,***BRNDY/CGN***,***BRNDY/CGN***,,0.00,,,,
0.00 66010,***BRNDY/CGN***,***BRNDY/CGN***,,0.00,,,,
0.00 66011,***BRNDY/CGN***,***BRNDY/CGN***,,0.00,,,,
0.00 66012,***BRNDY/CGN***,***BRNDY/CGN***,,0.00,,,,
0.00 66013,***BRNDY/CGN***,***BRNDY/CGN***,,0.00,,,,
0.00 66014,***BRNDY/CGN***,***BRNDY/CGN***,,0.00,,,,
0.00 66015,***BRNDY/CGN***,***BRNDY/CGN***,,0.00,,,,
0.00 66100,***DBL BRNDY/CG,***DBL BRNDY/CG,,0.00,,,,
0.00 66101,D-Aperol,D-Aperol,,0.00,,,,
0.00 66102,D-Disaronna,D-Disaronna,,0.00,,,,
0.00 66103,D-St Germain,D-St Germain,,0.00,,,,
0.00 66104,D-Frangelico,D-Frangelico,,0.00,,,,
0.00 66105,D-Kaluah,D-Kaluah,,0.00,,,,
0.00 66106,D-Godiva,D-Godiva,,0.00,,,,
0.00 66107,D-Grand Marnier,D-Grand Marnier,,0.00,,,,
0.00 66108,D-Fernet Branca,D-Fernet Branca,,0.00,,,,
0.00 66109,***DBL BRNDY/CG,***DBL BRNDY/CG,,0.00,,,,
0.00 66110,***DBL BRNDY/CG,***DBL BRNDY/CG,,0.00,,,,
0.00 66111,***DBL BRNDY/CG,***DBL BRNDY/CG,,0.00,,,,
0.00 66112,***DBL BRNDY/CG,***DBL BRNDY/CG,,0.00,,,,
0.00 66113,***DBL BRNDY/CG,***DBL BRNDY/CG,,0.00,,,,
0.00 66114,***DBL BRNDY/CG,***DBL BRNDY/CG,,0.00,,,,
0.00 66115,***DBL BRNDY/CG,***DBL BRNDY/CG,,0.00,,,,
0.00 68000,Horni4You,Horni4You,,0.00,,,,
0.00 68001,HomeWrecker,HomeWrecker,,0.00,,,,
0.00 68002,ItsNotMe,ItsNotMe,,0.00,,,,
0.00 68003,Alone,Alone,,0.00,,,,
0.00 68004,Cry of Delores,Cry of Delores,,0.00,,,,
0.00 68005,Si Se Puede,Si Se Puede,,18.00,,,,
18.00 68006,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68007,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68008,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68009,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68010,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68011,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68012,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68013,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68014,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68015,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68016,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68017,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68018,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68019,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68020,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68021,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68022,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68023,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68024,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68025,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68026,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68027,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68028,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68029,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68030,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68031,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68032,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68033,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68034,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68035,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68036,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68037,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68038,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68039,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68040,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68041,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68042,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68043,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68044,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68045,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68046,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68047,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68048,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68049,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 68050,***SPEC DRIN***,***SPEC DRIN***,,0.00,,,,
0.00 69000,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69001,LIT,LIT,,0.00,,,,
0.00 69002,TOP LIT,TOP LIT,,0.00,,,,
0.00 69003,Classic Marg,Classic Marg,,74.00,,,,
74.00 69004,Cadillac Marg,Cadillac Marg,,110.00,,,,
110.00 69005,Pineapple Marg,Pineapple Marg,,36.00,,,,
36.00 69006,Strawberr Marg,Strawberry Marg,,26.00,,,,
26.00 69007,Frz Class Marg,Frzn Class Marg,,0.00,,,,
0.00 69008,Frzn WM Marg,Frzn WM Marg,,0.00,,,,
0.00 69009,Pink Lady,Pink Lady,,9.00,,,,
9.00 69010,Ranch Water,Ranch Water,,0.00,,,,
0.00 69011,El Jefe,El Jefe,,9.00,,,,
9.00 69012,Rosa Maria,Rosa Maria,,0.00,,,,
0.00 69013,Devil Handshak,Devil Handshake,,0.00,,,,
0.00 69014,Calacas,Calacas,,0.00,,,,
0.00 69015,El Burro,El Burro,,0.00,,,,
0.00 69016,Michelada,Michelada,,0.00,,,,
0.00 69017,Bloody Maria,Bloody Maria,,0.00,,,,
0.00 69018,Mimosa,Mimosa,,0.00,,,,
0.00 69019,Gringo,Gringo,,0.00,,,,
0.00 69020,Mordo Rouge,Mordo Rouge,,0.00,,,,
0.00 69021,Sangria,Sangria,,0.00,,,,
0.00 69022,BBerryInfusion,BBerryInfusion,,0.00,,,,
0.00 69023,BBerry Marg,BBerry Marg,,40.00,,,,
40.00 69024,Mr Harless,Mr Harless,,0.00,,,,
0.00 69025,La Muerta,La Muerta,,0.00,,,,
0.00 69026,Child's Play,Child's Play,,18.00,,,,
18.00 69027,ALasEstrellas,ALasEstrellas,,0.00,,,,
0.00 69028,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69029,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69030,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69031,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69032,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69033,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69034,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69035,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69036,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69037,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69038,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69039,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69040,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69041,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69042,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69043,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69044,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69045,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69046,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69047,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69048,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69049,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69050,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69051,Skinny Marg,Skinny Marg,,108.00,,,,
108.00 69052,Pineapple Infus,Pineapple Infus,,0.00,,,,
0.00 69053,StrawberryInfus,StrawberryInfus,,0.00,,,,
0.00 69054,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69055,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69056,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 69057,***COCKTAILS***,***COCKTAILS***,,0.00,,,,
0.00 70000,**WINE**,**WINE**,,0.00,,,,
0.00 70001,GL Elouan PN,GL Elouan PN,,0.00,,,,
0.00 70002,BTL Elouan PN,BTL Elouan PN,,0.00,,,,
0.00 70003,G: A;ex Valley,G: A;ex Valley,,0.00,,,,
0.00 70004,BTL Alex Valley,BTL Alex Valley,,0.00,,,,
0.00 70005,GL Cappola Char,GL Cappola Char,,0.00,,,,
0.00 70006,BTL Cappola Cha,BTL Cappola Cha,,0.00,,,,
0.00 70007,GL King Estate,GL King Estate,,0.00,,,,
0.00 70008,BTL King Estate,BTL King Estate,,0.00,,,,
0.00 70009,GL Don Simon,GL Don Simon,,0.00,,,,
0.00 70010,BTL Don Simon,BTL Don Simon,,0.00,,,,
0.00 70011,GL Diablo rose,Gl Diablo rose,,0.00,,,,
0.00 70012,BT Diablo Rose,Btl Diablo Rose,,0.00,,,,
0.00 70013,Gl MuchoMas SB,Gl Mucho Mas SB,,0.00,,,,
0.00 70014,Bt MuchoMas SB,Bt Mucho Mas SB,,0.00,,,,
0.00 70015,GL ConSur Char,GL Con Sur Char,,16.00,,,,
16.00 70016,BT Con Sur Cha,BTL Con Sur Cha,,0.00,,,,
0.00 70017,GL Spoke W PN,GL Spok West PN,,0.00,,,,
0.00 70018,BTL Spok W PN,BTL Spok W PN,,0.00,,,,
0.00 70019,GL Sierra Gran,GL Sierra Gran,,0.00,,,,
0.00 70020,BT Sierra Gran,BTL Sierra Gran,,0.00,,,,
0.00 70021,GL Trapich Mal,GL Trapiche Mal,,9.00,,,,
9.00 70022,BT Trapich Mal,BTL Trapich Mal,,0.00,,,,
0.00 70023,GL Champagne,GL Champagne,,0.00,,,,
0.00 70024,BT Champagne,BTL Champagne,,0.00,,,,
0.00 70025,**WINE**,**WINE**,,0.00,,,,
0.00 70026,**WINE**,**WINE**,,0.00,,,,
0.00 70027,**WINE**,**WINE**,,0.00,,,,
0.00 70028,**WINE**,**WINE**,,0.00,,,,
0.00 70029,**WINE**,**WINE**,,0.00,,,,
0.00 70030,**WINE**,**WINE**,,0.00,,,,
0.00 70031,**WINE**,**WINE**,,0.00,,,,
0.00 70032,**WINE**,**WINE**,,0.00,,,,
0.00 70033,**WINE**,**WINE**,,0.00,,,,
0.00 70034,**WINE**,**WINE**,,0.00,,,,
0.00 70035,**WINE**,**WINE**,,0.00,,,,
0.00 70036,**WINE**,**WINE**,,0.00,,,,
0.00 70037,**WINE**,**WINE**,,0.00,,,,
0.00 70038,**WINE**,**WINE**,,0.00,,,,
0.00 70039,**WINE**,**WINE**,,0.00,,,,
0.00 70040,**WINE**,**WINE**,,0.00,,,,
0.00 70041,**WINE**,**WINE**,,0.00,,,,
0.00 70042,**WINE**,**WINE**,,0.00,,,,
0.00 70043,**WINE**,**WINE**,,0.00,,,,
0.00 70044,**WINE**,**WINE**,,0.00,,,,
0.00 70045,**WINE**,**WINE**,,0.00,,,,
0.00 70046,**WINE**,**WINE**,,0.00,,,,
0.00 70047,**WINE**,**WINE**,,0.00,,,,
0.00 70048,**WINE**,**WINE**,,0.00,,,,
0.00 70049,**WINE**,**WINE**,,0.00,,,,
0.00 70050,**WINE**,**WINE**,,0.00,,,,
0.00 71000,**WINE**,**WINE**,,0.00,,,,
0.00 71001,**WINE**,**WINE**,,0.00,,,,
0.00 71002,**WINE**,**WINE**,,0.00,,,,
0.00 71003,**WINE**,**WINE**,,0.00,,,,
0.00 71004,**WINE**,**WINE**,,0.00,,,,
0.00 71005,**WINE**,**WINE**,,0.00,,,,
0.00 71006,**WINE**,**WINE**,,0.00,,,,
0.00 71007,**WINE**,**WINE**,,0.00,,,,
0.00 71008,**WINE**,**WINE**,,0.00,,,,
0.00 71009,**WINE**,**WINE**,,0.00,,,,
0.00 71010,**WINE**,**WINE**,,0.00,,,,
0.00 71011,**WINE**,**WINE**,,0.00,,,,
0.00 71012,**WINE**,**WINE**,,0.00,,,,
0.00 71013,**WINE**,**WINE**,,0.00,,,,
0.00 71014,**WINE**,**WINE**,,0.00,,,,
0.00 71015,**WINE**,**WINE**,,0.00,,,,
0.00 71016,**WINE**,**WINE**,,0.00,,,,
0.00 71017,**WINE**,**WINE**,,0.00,,,,
0.00 71018,**WINE**,**WINE**,,0.00,,,,
0.00 71019,**WINE**,**WINE**,,0.00,,,,
0.00 71020,**WINE**,**WINE**,,0.00,,,,
0.00 71021,**WINE**,**WINE**,,0.00,,,,
0.00 71022,**WINE**,**WINE**,,0.00,,,,
0.00 71023,**WINE**,**WINE**,,0.00,,,,
0.00 71024,**WINE**,**WINE**,,0.00,,,,
0.00 71025,**WINE**,**WINE**,,0.00,,,,
0.00 71026,**WINE**,**WINE**,,0.00,,,,
0.00 71027,**WINE**,**WINE**,,0.00,,,,
0.00 71028,**WINE**,**WINE**,,0.00,,,,
0.00 71029,**WINE**,**WINE**,,0.00,,,,
0.00 71030,**WINE**,**WINE**,,0.00,,,,
0.00 71031,**WINE**,**WINE**,,0.00,,,,
0.00 71032,**WINE**,**WINE**,,0.00,,,,
0.00 71033,**WINE**,**WINE**,,0.00,,,,
0.00 71034,**WINE**,**WINE**,,0.00,,,,
0.00 71035,**WINE**,**WINE**,,0.00,,,,
0.00 71036,**WINE**,**WINE**,,0.00,,,,
0.00 71037,**WINE**,**WINE**,,0.00,,,,
0.00 71038,**WINE**,**WINE**,,0.00,,,,
0.00 71039,**WINE**,**WINE**,,0.00,,,,
0.00 71040,**WINE**,**WINE**,,0.00,,,,
0.00 71041,**WINE**,**WINE**,,0.00,,,,
0.00 71042,**WINE**,**WINE**,,0.00,,,,
0.00 71043,**WINE**,**WINE**,,0.00,,,,
